pid,neighborhood,overall_qual,year_built,lot_area,gr_liv_area,total_bsmt_sf,full_bath,bedroom_abvgr,garage_cars,garage_type,kitchen_qual,bsmt_qual,saleprice,pricepersf
909425140,Crawfor,6,1957,14442,1839,1477.0,2,3,2.0,Attchd,Gd,TA,257500,140.02
909425270,Crawfor,7,1940,13125,1740,800.0,1,3,1.0,Attchd,TA,TA,219500,126.15
909428120,Crawfor,6,1953,21000,2259,1809.0,2,3,2.0,Basment,Gd,Gd,217000,96.06
909428180,Crawfor,6,1960,25485,1560,1560.0,1,3,2.0,Attchd,TA,TA,201000,128.85
909428340,Crawfor,6,1968,21579,1488,1488.0,2,3,2.0,Attchd,TA,Gd,215000,144.49
909451130,Blueste,6,1980,1782,1045,516.0,1,2,2.0,Detchd,TA,Gd,123900,118.56
909452102,Crawfor,4,1995,17871,1680,1680.0,2,4,2.0,Attchd,Gd,Gd,170000,101.19
909455060,Blueste,8,1988,3907,1020,1004.0,1,1,2.0,Attchd,TA,Gd,200000,196.08
909475050,Crawfor,7,1971,20693,1696,1696.0,2,3,2.0,Attchd,TA,Gd,198000,116.75
909475070,Crawfor,6,1957,32668,2515,2035.0,3,4,2.0,Attchd,TA,TA,200624,79.77
909475230,Crawfor,8,1986,18044,2726,279.0,2,2,2.0,Attchd,,Gd,315000,115.55
910200040,IDOTRR,5,1919,8500,1517,793.0,2,3,0.0,,Fa,TA,115000,75.81
910200110,IDOTRR,6,1940,7000,1215,720.0,1,3,2.0,Detchd,Gd,TA,141000,116.05
910201020,IDOTRR,5,1941,5000,803,720.0,1,2,2.0,Detchd,TA,TA,87000,108.34
910201050,IDOTRR,5,1925,7288,1601,936.0,2,3,0.0,,TA,TA,129850,81.11
910201110,IDOTRR,4,1939,6060,1123,732.0,1,3,1.0,Detchd,TA,TA,100000,89.05
910201180,IDOTRR,5,1923,9060,1828,859.0,2,3,,Detchd,Gd,Gd,150909,82.55
910202030,IDOTRR,5,1922,3672,816,816.0,1,2,1.0,Detchd,TA,TA,75200,92.16
910203290,IDOTRR,6,1920,8263,1012,1012.0,1,2,1.0,Detchd,TA,TA,118400,117.0
910204090,IDOTRR,5,1920,8967,1077,961.0,1,2,1.0,Detchd,TA,Fa,67000,62.21
910205130,IDOTRR,5,1950,13710,1558,910.0,1,4,1.0,Attchd,TA,TA,152000,97.56
910206010,IDOTRR,2,1939,11067,845,0.0,1,1,1.0,Detchd,TA,,68104,80.6
911103060,IDOTRR,5,1895,8250,1991,957.0,2,4,0.0,,TA,TA,119600,60.07
911128010,IDOTRR,4,1957,6565,1073,1073.0,1,3,2.0,Detchd,TA,TA,140000,130.48
911128020,IDOTRR,5,1930,6060,1001,837.0,1,2,1.0,Detchd,Gd,TA,124900,124.78
911370450,Crawfor,8,2006,5568,1625,1573.0,2,2,2.0,Attchd,Gd,Gd,375000,230.77
911370460,Crawfor,8,2006,4750,1625,1573.0,2,2,2.0,Attchd,Gd,Gd,235000,144.62
914452090,Mitchel,6,1979,12150,1299,1001.0,2,2,2.0,BuiltIn,Gd,Gd,183500,141.26
914452120,Mitchel,6,1978,7540,912,888.0,1,2,2.0,Attchd,TA,Gd,156000,171.05
914452190,Mitchel,6,1983,9187,1080,1084.0,1,3,2.0,Attchd,TA,TA,134000,124.07
914460020,Mitchel,5,2002,10000,1392,1441.0,2,3,3.0,Attchd,Gd,Gd,215000,154.45
914460110,Mitchel,7,2002,12864,1409,1409.0,1,1,2.0,Attchd,Gd,Gd,245000,173.88
914476330,Mitchel,7,1991,9928,1478,1454.0,2,3,2.0,Attchd,TA,Gd,210000,142.08
914478020,Mitchel,7,1975,8750,918,852.0,1,3,1.0,Attchd,TA,TA,148000,161.22
914478100,Mitchel,6,1974,8410,1026,970.0,1,2,2.0,Attchd,TA,Gd,143000,139.38
916226090,Timber,7,1987,4054,1501,1501.0,2,2,2.0,Attchd,Gd,Gd,244000,162.56
916253320,GrnHill,7,1998,9763,1502,1502.0,1,1,1.0,Attchd,Gd,Gd,330000,219.71
916326040,Timber,5,1959,16905,1328,1350.0,1,2,1.0,Attchd,TA,TA,170000,128.01
916326090,Timber,6,1958,19958,2279,585.0,2,4,2.0,Attchd,Gd,TA,257000,112.77
916384050,Timber,7,2006,8368,1689,1689.0,2,3,2.0,Attchd,Gd,Gd,231713,137.19
916384070,Timber,8,2006,8298,1564,1546.0,2,2,2.0,Attchd,Ex,Gd,267300,170.91
916384080,Timber,8,2006,9037,1484,1476.0,2,2,2.0,Attchd,Ex,Gd,265900,179.18
916384150,Timber,8,2007,10991,1571,1571.0,2,3,3.0,Attchd,Gd,Gd,239000,152.13
916386170,Timber,8,2006,10656,1646,1638.0,2,3,3.0,Attchd,Gd,Gd,248900,151.22
916403040,Timber,7,1985,10331,1240,1265.0,2,3,2.0,Attchd,Gd,Gd,174000,140.32
916403290,Timber,7,1990,13758,1717,1156.0,2,3,2.0,Attchd,Gd,Gd,187500,109.2
916455010,Timber,6,1996,9303,1756,872.0,2,3,2.0,Attchd,TA,Ex,204000,116.17
916455050,Timber,8,2001,6718,1312,1267.0,2,2,2.0,Attchd,Gd,Ex,180500,137.58
916455110,Timber,7,2003,9590,1146,868.0,2,3,2.0,Attchd,Gd,Ex,187500,163.61
916455150,Timber,8,2002,11305,1922,1922.0,2,2,3.0,Attchd,Gd,Gd,282000,146.72
916460020,Timber,6,1996,7777,1491,1491.0,2,3,2.0,Attchd,TA,Ex,178000,119.38
916475020,Timber,8,2002,14536,1629,1616.0,2,3,3.0,Attchd,Gd,Gd,270000,165.75
916477060,Timber,7,2003,11800,2486,1122.0,3,5,2.0,BuiltIn,Gd,Gd,279900,112.59
917425190,Timber,5,1963,35133,1572,1572.0,1,3,3.0,2Types,TA,TA,186700,118.77
921126010,Timber,8,2006,15306,1776,1732.0,2,3,3.0,Attchd,Gd,Ex,283463,159.61
921128030,Timber,10,2006,12633,1824,1824.0,2,3,3.0,Attchd,Ex,Ex,392000,214.91
921205070,Timber,8,2005,12665,2482,1094.0,2,4,3.0,BuiltIn,Gd,Gd,281213,113.3
923202134,Mitchel,5,2007,8402,1120,1120.0,1,3,0.0,,TA,Gd,147000,131.25
923202220,Mitchel,3,1953,43500,2034,0.0,1,2,4.0,2Types,TA,,130000,63.91
923203010,Mitchel,6,1996,6710,936,920.0,0,0,2.0,Attchd,TA,Ex,140000,149.57
923204050,Mitchel,4,1963,25286,1040,1064.0,1,3,2.0,Attchd,TA,TA,132250,127.16
923204140,Mitchel,5,1967,25000,1632,1632.0,2,4,2.0,Attchd,TA,TA,143000,87.62
923205025,Mitchel,4,1961,32463,1622,1249.0,1,3,4.0,2Types,TA,TA,168000,103.58
923225040,MeadowV,5,1976,4224,1060,1040.0,1,3,2.0,Attchd,TA,Gd,129900,122.55
923225050,MeadowV,5,1976,4224,1142,1142.0,1,3,2.0,Attchd,TA,Gd,134000,117.34
923226300,MeadowV,4,1972,1504,1092,546.0,1,3,1.0,Attchd,TA,TA,85500,78.3
923228200,MeadowV,4,1970,1533,992,530.0,1,2,1.0,BuiltIn,TA,Gd,106500,107.36
923228220,MeadowV,4,1970,1495,1092,546.0,1,3,0.0,,TA,TA,93900,85.99
923228250,MeadowV,4,1970,2001,1092,546.0,1,3,1.0,Attchd,TA,TA,75000,68.68
923228290,MeadowV,4,1970,1936,630,630.0,1,1,0.0,,TA,Gd,84500,134.13
923228390,MeadowV,4,1976,1890,1092,546.0,1,3,1.0,Attchd,TA,TA,75190,68.86
923229010,Mitchel,6,1976,11333,1062,1029.0,1,3,2.0,Attchd,TA,Gd,146800,138.23
923229040,Mitchel,5,1977,9129,1008,923.0,1,1,2.0,Attchd,Gd,Gd,153500,152.28
923229100,Mitchel,6,1977,15957,1356,1244.0,2,3,2.0,Attchd,TA,Gd,188000,138.64
923229140,Mitchel,5,1977,33983,1676,1160.0,1,3,2.0,Attchd,Gd,TA,196000,116.95
923230010,Mitchel,5,1977,8286,1432,716.0,1,3,2.0,Attchd,TA,Gd,157000,109.64
923230120,Mitchel,5,1971,6723,796,796.0,1,2,0.0,,TA,Gd,138000,173.37
923230180,Mitchel,5,1970,7244,768,768.0,1,2,2.0,Detchd,TA,Gd,129500,168.62
923251160,Mitchel,4,1961,27697,1608,1396.0,1,3,1.0,Attchd,TA,TA,80000,49.75
923252080,Mitchel,4,1982,7599,845,845.0,1,2,2.0,Detchd,TA,TA,129500,153.25
923275010,Mitchel,5,1976,11000,1178,1090.0,1,3,2.0,Attchd,TA,Gd,135000,114.6
923275200,Mitchel,5,1982,8314,816,816.0,1,2,1.0,Attchd,TA,TA,124500,152.57
923276180,Mitchel,5,1983,11625,816,816.0,1,2,1.0,Attchd,,Gd,139000,170.34
923400150,Mitchel,5,1991,10712,974,974.0,1,3,0.0,,TA,Gd,93500,96.0
923425030,Mitchel,5,1984,10447,887,864.0,1,3,1.0,Attchd,TA,TA,124500,140.36
526302030,NAmes,6,1954,11027,1293,1178.0,2,2,2.0,Attchd,TA,TA,149900,115.93
526302040,NAmes,6,1956,10533,1024,1008.0,1,2,1.0,Attchd,,TA,157500,153.81
526302120,NAmes,5,1957,11765,1797,1617.0,1,3,3.0,Attchd,TA,TA,169000,94.05
526303060,NAmes,6,1957,39384,1390,1705.0,1,1,2.0,Attchd,Ex,Gd,252000,181.29
526354020,NAmes,7,1969,11727,1851,1851.0,2,3,2.0,Attchd,TA,TA,192100,103.78
527105060,Gilbert,6,1997,8238,1525,813.0,2,3,2.0,Attchd,TA,TA,183500,120.33
527106010,Gilbert,7,1997,13006,2236,964.0,2,4,2.0,BuiltIn,Gd,Gd,222000,99.28
527107020,Gilbert,6,1995,13041,1671,781.0,2,3,2.0,Attchd,TA,Gd,170000,101.74
527107030,Gilbert,6,1995,13031,1498,691.0,2,3,2.0,Attchd,TA,Gd,187500,125.17
527107120,Gilbert,6,1996,9783,1776,821.0,2,3,2.0,BuiltIn,TA,Gd,202000,113.74
527107240,Gilbert,6,1997,11207,1511,802.0,2,3,2.0,Attchd,TA,Gd,185000,122.44
527108010,Gilbert,7,2005,19378,2462,1392.0,2,4,2.0,Attchd,Gd,Gd,320000,129.98
527108020,Gilbert,7,2006,14859,1670,1670.0,2,3,3.0,Attchd,Gd,Gd,240000,143.71
527108030,Gilbert,8,2005,13128,2064,1074.0,2,4,2.0,Attchd,Gd,Gd,250000,121.12
527108040,Gilbert,8,2005,10463,1801,893.0,2,3,3.0,Attchd,Gd,Gd,239900,133.2
527108060,Gilbert,7,2005,13751,2212,1700.0,2,3,3.0,Attchd,Gd,Gd,309000,139.69
527108090,Gilbert,7,2006,23257,2021,868.0,2,3,2.0,BuiltIn,Gd,Ex,274725,135.94
527146135,StoneBr,8,1994,13108,2687,2062.0,2,4,2.0,Attchd,Gd,Gd,270000,100.48
527158020,Gilbert,6,1993,8076,1169,1160.0,2,3,2.0,Attchd,TA,Gd,183500,156.97
527163020,Gilbert,6,1993,7685,1501,697.0,2,3,2.0,Attchd,Gd,Gd,165600,110.33
527166030,Gilbert,7,1998,9084,1632,935.0,2,3,2.0,Attchd,TA,Gd,176500,108.15
527182020,StoneBr,8,1987,3701,1204,1191.0,2,2,2.0,Attchd,TA,Gd,130000,107.97
527190050,StoneBr,7,1987,5306,1767,1064.0,2,2,2.0,Attchd,Gd,Gd,239000,135.26
527190220,StoneBr,8,1985,6563,1742,1742.0,2,2,2.0,Attchd,Gd,Gd,275000,157.86
527210030,StoneBr,9,2005,16023,2798,1398.0,3,3,3.0,BuiltIn,Ex,Ex,457347,163.45
527210040,StoneBr,10,2006,18062,3390,1528.0,3,5,3.0,BuiltIn,Ex,Ex,545224,160.83
527210050,StoneBr,9,2006,12292,2473,1094.0,2,4,3.0,BuiltIn,Gd,Ex,356383,144.11
527212030,StoneBr,9,2005,16056,2868,1992.0,3,4,3.0,BuiltIn,Ex,Ex,556581,194.07
527212040,StoneBr,8,2006,12438,2576,1234.0,2,4,3.0,BuiltIn,Ex,Ex,361919,140.5
527214060,StoneBr,10,2006,16052,2698,1850.0,2,4,3.0,Attchd,Ex,Ex,535000,198.3
527216010,StoneBr,9,2005,15922,2795,1390.0,3,4,3.0,BuiltIn,Ex,Ex,401179,143.53
527216050,StoneBr,10,2006,13682,2945,1410.0,3,3,3.0,BuiltIn,Gd,Ex,438780,148.99
527226010,Gilbert,5,1948,14762,2320,0.0,2,2,2.0,Attchd,TA,,169000,72.84
527250040,Gilbert,5,1955,34650,1056,1056.0,1,3,2.0,Attchd,TA,TA,145000,137.31
527252090,StoneBr,9,2005,8147,1714,1714.0,2,2,2.0,Attchd,Gd,Ex,318000,185.53
527254070,StoneBr,8,2005,11302,1826,1814.0,2,3,3.0,Attchd,Gd,Gd,319000,174.7
527256120,StoneBr,9,2005,18261,2000,1910.0,2,3,3.0,Attchd,Ex,Ex,470000,235.0
527301010,NWAmes,7,1984,14145,1621,1208.0,2,3,2.0,Attchd,Gd,Gd,202500,124.92
527302080,NWAmes,7,1988,13837,2183,1204.0,2,4,3.0,Attchd,Gd,Gd,229000,104.9
527325160,NWAmes,7,1977,16659,2263,795.0,2,3,2.0,Attchd,Gd,TA,235000,103.84
527327080,NWAmes,6,1976,18800,1574,796.0,2,3,2.0,Attchd,TA,Gd,190000,120.71
527328010,NWAmes,6,1980,10464,1102,988.0,1,2,2.0,Attchd,TA,Gd,169000,153.36
527354040,NWAmes,7,1988,10400,1872,1845.0,2,3,2.0,Attchd,TA,Gd,241500,129.01
527355060,NWAmes,7,1978,10530,1857,945.0,2,4,2.0,Attchd,TA,TA,188900,101.72
527355280,NWAmes,6,1980,10240,1686,1686.0,2,3,2.0,Attchd,TA,Gd,207500,123.07
527356020,NWAmes,7,1978,16692,2784,1392.0,3,5,2.0,Attchd,Gd,Gd,250000,89.8
527356060,NWAmes,6,1975,11475,1552,713.0,2,3,2.0,Attchd,TA,Gd,179900,115.91
527358090,NWAmes,7,1976,9927,1083,1047.0,1,2,2.0,Attchd,TA,Ex,172000,158.82
527365010,Somerst,7,2005,9512,2318,960.0,2,3,2.0,BuiltIn,Gd,Gd,294323,126.97
527375160,NWAmes,6,1975,10530,1875,675.0,3,3,2.0,Attchd,Gd,TA,184500,98.4
527376090,NWAmes,5,1975,10140,1074,1056.0,1,3,2.0,Attchd,TA,Gd,153500,142.92
527376110,NWAmes,7,1976,10140,1664,832.0,2,4,2.0,Attchd,TA,Gd,162900,97.9
527377030,NWAmes,6,1974,10140,1309,1040.0,1,3,2.0,Attchd,Gd,TA,181000,138.27
527378010,NWAmes,6,1974,10000,1103,1103.0,2,3,2.0,Attchd,TA,TA,155000,140.53
527402210,NAmes,5,1969,15870,1096,1096.0,1,3,1.0,Attchd,TA,TA,138800,126.64
527402380,NAmes,4,1970,9353,864,864.0,1,3,1.0,Attchd,TA,TA,116050,134.32
527403120,NAmes,4,1971,8125,858,858.0,1,3,0.0,,TA,TA,88000,102.56
527404180,NAmes,4,1971,7200,874,864.0,1,3,2.0,Detchd,TA,TA,97500,111.56
527427210,NAmes,6,2002,8773,1419,1487.0,2,2,2.0,Attchd,Gd,Gd,190000,133.9
527450010,BrDale,6,1973,2760,1092,525.0,1,3,2.0,Detchd,TA,TA,105500,96.61
527450080,BrDale,5,1973,2160,1365,765.0,1,3,2.0,Attchd,Gd,TA,125500,91.94
527450210,BrDale,6,1973,1953,987,483.0,1,2,1.0,Detchd,,TA,83000,84.09
527450460,BrDale,6,1972,1890,1030,494.0,1,3,1.0,Detchd,TA,TA,116000,112.62
527451200,BrDale,6,1971,1680,1218,672.0,1,3,0.0,,TA,TA,91500,75.12
527451380,BrDale,6,1972,1680,1218,672.0,1,3,1.0,Detchd,TA,TA,118000,96.88
527451450,BrDale,6,1972,1680,948,483.0,1,2,1.0,Detchd,TA,TA,89000,93.88
527451460,BrDale,6,1972,1680,1092,525.0,1,3,1.0,Detchd,TA,TA,108000,98.9
527451520,BrDale,6,1972,1680,987,483.0,1,2,1.0,Attchd,TA,TA,94500,95.74
527452070,NPkVill,6,1975,4043,1069,1069.0,2,2,2.0,Attchd,TA,Gd,146300,136.86
527452290,NAmes,5,1967,7514,1387,943.0,1,3,1.0,Attchd,TA,TA,145000,104.54
527452310,NAmes,5,1967,7838,900,864.0,1,3,1.0,Attchd,TA,TA,123000,136.67
527453070,NPkVill,7,1976,2280,1055,1055.0,2,2,1.0,Attchd,TA,TA,137500,130.33
527455100,NPkVill,6,1976,2179,1456,855.0,2,3,2.0,Attchd,TA,Gd,144000,98.9
528102010,NridgHt,9,2004,16737,1980,1980.0,2,3,3.0,Attchd,Ex,Ex,315000,159.09
528102080,NridgHt,9,2006,16387,2589,1738.0,2,4,3.0,Attchd,,Ex,412083,159.17
528106010,NridgHt,9,2006,16259,2596,1249.0,3,4,3.0,Attchd,Gd,Ex,342643,131.99
528106120,NridgHt,8,2004,16163,1618,1618.0,2,2,3.0,Attchd,Gd,Gd,252000,155.75
528110050,NridgHt,10,2006,13891,2076,2076.0,2,2,3.0,Attchd,Ex,Ex,465000,223.99
528112010,NridgHt,7,2006,12228,1740,1721.0,2,4,3.0,Attchd,Gd,Ex,293000,168.39
528114010,NridgHt,9,2005,14780,1868,1868.0,2,2,3.0,Attchd,Ex,Ex,415000,222.16
528116030,NridgHt,9,2004,16033,1850,1833.0,2,3,3.0,Attchd,Gd,Ex,326000,176.22
528118010,NridgHt,8,2005,14215,2376,1158.0,3,4,3.0,BuiltIn,Gd,Ex,325300,136.91
528118020,NridgHt,8,2004,13418,2452,1117.0,3,4,3.0,BuiltIn,Gd,Ex,309000,126.02
528118110,NridgHt,9,2005,13975,2206,1090.0,2,4,3.0,BuiltIn,Ex,Gd,300000,135.99
528120110,NridgHt,8,2005,10240,2098,1030.0,2,3,3.0,Attchd,Ex,Gd,275500,131.32
528120140,NridgHt,9,2005,9942,2091,1606.0,2,3,2.0,Attchd,Ex,Ex,338500,161.88
528138030,NridgHt,9,2005,11924,2324,1175.0,3,4,3.0,BuiltIn,Ex,Ex,345000,148.45
528142010,NridgHt,8,2005,12867,2253,1209.0,2,3,2.0,Attchd,Ex,Ex,344133,152.74
528142060,NridgHt,8,2006,10672,2389,1054.0,2,4,3.0,BuiltIn,Gd,Ex,298236,124.84
528142070,NridgHt,8,2005,11643,2358,1524.0,2,4,3.0,BuiltIn,Ex,Ex,329900,139.91
528142110,NridgHt,9,2003,12378,1944,1896.0,2,3,3.0,Attchd,Ex,Ex,360000,185.19
528144030,NridgHt,8,2006,11065,1970,1085.0,2,3,3.0,BuiltIn,Ex,Gd,281000,142.64
528150080,NridgHt,9,2005,13758,1792,1792.0,2,2,3.0,Attchd,Gd,Ex,372397,207.81
528150090,NridgHt,9,2004,14828,1780,1780.0,2,2,3.0,Attchd,Ex,Ex,378000,212.36
528164040,NridgHt,9,2003,11846,1792,1792.0,2,2,3.0,Attchd,Ex,Ex,374000,208.71
528170040,NridgHt,9,2005,20431,2728,1848.0,2,4,3.0,Attchd,Ex,Ex,437154,160.25
528172020,NridgHt,8,2005,10927,1904,1058.0,2,3,2.0,BuiltIn,Ex,Gd,275000,144.43
528172150,NridgHt,8,2004,13215,1914,1420.0,2,3,3.0,BuiltIn,Gd,Gd,279000,145.77
528174080,NridgHt,7,2005,7052,1364,1364.0,2,2,2.0,Attchd,Gd,Gd,185850,136.25
528180080,NridgHt,9,2005,5911,1565,1560.0,2,2,2.0,Attchd,Ex,Ex,282500,180.51
528181030,NridgHt,7,2005,6955,1368,1368.0,2,2,2.0,Attchd,Gd,Gd,202500,148.03
528181040,NridgHt,7,2005,6792,1368,1368.0,2,2,2.0,Attchd,Gd,Gd,202665,148.15
528186100,NridgHt,9,2006,7740,1686,1686.0,2,1,3.0,Attchd,Ex,Ex,332200,197.03
528186110,NridgHt,9,2006,6373,1666,1666.0,2,2,2.0,Attchd,Gd,Ex,310090,186.13
528188040,NridgHt,7,2003,3136,1405,1405.0,2,2,2.0,Attchd,Gd,Gd,171750,122.24
528218030,Gilbert,6,2005,10237,1316,1316.0,2,3,2.0,Attchd,Gd,Gd,169990,129.17
528218060,Gilbert,6,2005,10237,1456,728.0,2,3,2.0,Attchd,,Gd,170440,117.06
528218080,Gilbert,7,2006,10237,1492,738.0,2,3,2.0,Attchd,Gd,Gd,169985,113.93
528218130,Gilbert,7,2006,17104,1496,654.0,2,3,2.0,Attchd,Gd,Gd,179665,120.1
528218140,Gilbert,7,2006,14054,1863,879.0,2,4,3.0,BuiltIn,Gd,Gd,219210,117.67
528221010,Gilbert,6,2006,11660,1326,1326.0,2,3,2.0,Attchd,Gd,Gd,174190,131.37
528221100,Gilbert,6,2006,15578,1456,728.0,2,3,2.0,Attchd,TA,Gd,172785,118.67
528222010,Gilbert,8,2004,11631,2373,1052.0,2,4,3.0,BuiltIn,Gd,Gd,258000,108.72
528222020,Gilbert,7,2006,9073,1492,738.0,2,3,2.0,Attchd,Gd,Gd,185101,124.06
528228280,Blmngtn,7,2006,3087,1364,1220.0,2,2,2.0,Attchd,Gd,Gd,210250,154.14
528228325,Blmngtn,7,2003,3196,1557,1374.0,2,2,2.0,Attchd,Gd,Gd,234000,150.29
528228340,Blmngtn,8,2003,3196,1456,1273.0,2,2,2.0,Attchd,Gd,Gd,215000,147.66
528228360,Blmngtn,7,2002,2938,1511,1368.0,2,2,2.0,Attchd,Gd,Gd,246990,163.46
528228415,Blmngtn,7,2004,3072,1414,1375.0,2,2,2.0,Attchd,Gd,Gd,178740,126.41
528228430,Blmngtn,7,2004,3072,1548,1365.0,2,2,2.0,Attchd,Gd,Gd,225000,145.35
528228545,Blmngtn,7,2005,3010,1248,1248.0,2,2,2.0,Attchd,Gd,Gd,167240,134.01
528228550,Blmngtn,7,2005,3010,1142,1142.0,2,2,2.0,Attchd,Gd,Gd,156820,137.32
528228565,Blmngtn,7,2005,3013,1506,1362.0,2,2,2.0,Attchd,Gd,Gd,213490,141.76
528228575,Blmngtn,8,2006,3982,1567,1520.0,2,1,3.0,Attchd,Ex,Gd,264561,168.83
528228580,Blmngtn,7,2006,4045,1500,1356.0,2,2,3.0,Attchd,Gd,Gd,246578,164.39
528231050,Gilbert,5,2005,21930,1838,732.0,2,4,2.0,BuiltIn,TA,Gd,192140,104.54
528235050,Gilbert,6,2002,7861,1509,783.0,2,3,2.0,Attchd,Gd,Gd,183200,121.4
528235130,Gilbert,8,2004,9056,1414,707.0,2,3,2.0,Attchd,Gd,Ex,178000,125.88
528235190,Gilbert,7,2004,9171,1598,848.0,2,3,2.0,Attchd,Gd,Gd,201490,126.09
528240080,Gilbert,8,2000,11194,1936,1406.0,2,3,2.0,Attchd,Gd,Gd,230500,119.06
528250060,Gilbert,7,2003,7875,1509,783.0,2,3,2.0,Attchd,Gd,Gd,180000,119.28
528275060,Gilbert,6,2000,8121,1664,953.0,2,3,2.0,Attchd,TA,Gd,172400,103.61
528275080,Gilbert,6,2000,8658,1889,982.0,2,3,2.0,Attchd,TA,Gd,215000,113.82
528280100,Gilbert,7,1998,11214,1886,930.0,2,4,2.0,Attchd,Gd,Gd,199900,105.99
528290140,Gilbert,6,2000,10852,1671,959.0,2,3,2.0,Attchd,TA,Gd,173000,103.53
528292080,Gilbert,7,2006,12104,2322,1035.0,3,4,3.0,Attchd,Gd,Gd,287602,123.86
528294070,Gilbert,7,1999,8738,2291,975.0,2,4,2.0,BuiltIn,Gd,Gd,230000,100.39
528315030,NoRidge,8,1997,9452,2392,1396.0,2,3,3.0,Attchd,Gd,Gd,348000,145.48
528315070,NoRidge,8,1998,9660,1976,1044.0,2,3,3.0,Attchd,Gd,Gd,286000,144.74
528315080,NoRidge,8,2000,9545,2234,1160.0,2,3,3.0,BuiltIn,Gd,Gd,300000,134.29
528320060,NoRidge,10,1995,35760,3627,1930.0,3,4,3.0,Attchd,Gd,Ex,625000,172.32
528327010,NoRidge,9,2000,9233,2855,1540.0,2,4,3.0,Attchd,Ex,Ex,405000,141.86
528344060,NoRidge,8,1998,12011,1924,1086.0,2,3,2.0,Attchd,Gd,Gd,280000,145.53
528348010,NoRidge,8,1998,12090,2263,1141.0,2,4,2.0,BuiltIn,Gd,Gd,258000,114.01
528358030,NoRidge,8,1995,10019,2726,1342.0,2,4,3.0,Attchd,Gd,Gd,350000,128.39
528360050,NoRidge,9,1993,17242,3500,1733.0,3,4,3.0,Attchd,Ex,Ex,584500,167.0
528363070,NoRidge,8,1994,10236,2494,1290.0,2,4,3.0,Attchd,Gd,Gd,321000,128.71
528365090,NoRidge,8,1994,10120,2526,1165.0,2,4,3.0,Attchd,Gd,Gd,290000,114.81
528366040,NoRidge,8,1993,12585,2799,1286.0,2,3,3.0,Attchd,Gd,Gd,315000,112.54
528429060,Somerst,8,2005,12447,1964,1100.0,2,3,2.0,BuiltIn,Gd,Gd,252000,128.31
528429100,Somerst,8,2006,15218,1670,1670.0,2,2,3.0,Attchd,Gd,Ex,336820,201.69
528429120,Somerst,8,2005,20896,2097,2077.0,1,1,3.0,Attchd,Ex,Ex,423000,201.72
528429130,Somerst,8,2006,10182,1660,1660.0,2,3,2.0,Attchd,Gd,Ex,290000,174.7
528439030,Somerst,7,2005,8688,1616,1616.0,2,3,3.0,Attchd,Gd,Gd,232000,143.56
528445010,Somerst,8,2006,10936,1504,1504.0,2,3,2.0,Attchd,Gd,Gd,199000,132.31
528456200,Somerst,8,2006,8640,1278,1278.0,2,2,2.0,Attchd,Gd,Gd,198600,155.4
528477010,Somerst,9,2006,13162,2640,2036.0,3,3,3.0,Attchd,Ex,Ex,405749,153.69
528477030,Somerst,8,2006,11216,1489,1489.0,2,3,2.0,Attchd,Gd,Gd,232600,156.21
528480070,Somerst,8,2006,10728,1939,1095.0,2,3,3.0,Attchd,Gd,Gd,266000,137.18
528480100,Somerst,7,2005,8125,1553,756.0,2,3,2.0,Attchd,Gd,Gd,186500,120.09
528480110,Somerst,6,2005,8125,1716,858.0,2,3,2.0,Attchd,Gd,Gd,200825,117.03
528480150,Somerst,7,2006,8125,1576,770.0,2,3,2.0,Attchd,Gd,Gd,197000,125.0
528488110,Somerst,6,2006,7200,1262,1262.0,2,2,2.0,Attchd,Gd,Gd,185000,146.59
528488120,Somerst,7,2005,7500,1266,1257.0,2,3,2.0,Attchd,Gd,Gd,176000,139.02
528488130,Somerst,7,2006,7200,1301,1293.0,2,2,2.0,Attchd,Gd,Gd,187750,144.31
531363080,SawyerW,6,2005,7733,1142,1142.0,1,3,0.0,,Gd,TA,139500,122.15
531367010,SawyerW,7,2005,11024,1400,1400.0,2,3,2.0,Attchd,Gd,Gd,186800,133.43
531375060,SawyerW,6,2005,13072,1131,1131.0,1,3,0.0,,Gd,Gd,132000,116.71
531375070,SawyerW,6,2005,13072,1141,1141.0,1,3,2.0,Detchd,TA,Gd,142500,124.89
531375100,SawyerW,6,2004,13072,1158,1158.0,1,3,2.0,Detchd,Gd,Gd,158000,136.44
531376030,SawyerW,7,2005,7800,1686,891.0,2,3,2.0,Attchd,Gd,Gd,184000,109.13
531376050,SawyerW,7,2005,7632,1585,784.0,2,3,2.0,Attchd,Gd,Gd,184900,116.66
531379030,SawyerW,6,1997,8304,1837,941.0,2,3,2.0,Attchd,TA,Gd,187000,101.8
531450040,SawyerW,6,1992,7153,1603,761.0,2,3,2.0,Attchd,Gd,Gd,175900,109.73
531451290,SawyerW,6,1992,9370,1731,836.0,2,3,2.0,Attchd,Gd,Gd,248500,143.56
531452080,SawyerW,6,1990,7175,1398,1398.0,2,2,2.0,Attchd,Gd,Gd,172000,123.03
531452100,SawyerW,6,1991,7175,1217,1217.0,2,2,2.0,Attchd,Gd,Gd,151000,124.08
531452210,SawyerW,6,1994,9019,1320,636.0,2,3,2.0,Attchd,Gd,Gd,150000,113.64
531478010,SawyerW,4,1966,8900,1056,1056.0,1,2,1.0,Detchd,TA,TA,107000,101.33
