customer_id,age,annual_income_k,tenure_months,monthly_orders,avg_basket_usd,discount_share,app_sessions_per_month,website_minutes_per_month,support_tickets_6m,returns_6m,days_since_last_order,delivery_distance_km,satisfaction_score,ad_exposure_score,account_balance_points,preferred_device,region,membership_tier,primary_category
102704,33.2,40.3,1.2,4.67,62.76,0.304,29.4,64.2,4,1,24,6.8,5,49.8,1767,mobile,Northeast,basic,beauty
102705,32.9,72.8,25.3,1.58,26.43,0.506,9.1,43,1,0,20.1,2.2,5,34.6,741,mobile,West,plus,groceries
102706,25.1,106.8,20.6,2.19,57.5,0.61,16.5,94.3,2,3,15.1,4.8,4.88,56.2,1913,mobile,West,premium,groceries
102707,49.8,103.2,43.9,4.96,86.79,0.3,9.4,,0,2,14.2,13.2,5,47.5,2313,mobile,South,basic,electronics
102708,38.8,77.5,39.7,8.36,59.8,0.328,13.6,42.3,0,1,1.4,15.4,,36.8,1866,desktop,Midwest,plus,groceries
102709,33.1,78.4,35.3,3.31,43.51,0.267,19.9,25,3,1,19.9,13.1,4.53,56.8,1113,mobile,Midwest,basic,home
102710,49.1,73.2,27.4,7.46,65.44,0.462,11.4,30.3,6,2,27.5,7.5,5,50.4,2018,desktop,South,plus,groceries
102711,25.1,45.1,27,6.76,36.58,0.746,8.4,74.3,2,0,0,6.4,5,63.8,1577,mobile,West,basic,groceries
102712,47,60.2,30.1,5.13,38.44,0.562,9.4,71.5,2,1,10.3,4.8,5,44.3,1240,mobile,Midwest,basic,home
102713,32.7,89.7,7.1,3.09,69.56,0.205,9.2,64.6,0,2,0,3.4,4.73,59.5,1799,mobile,West,plus,groceries
102714,36.8,107.4,34.5,6.41,71.5,0.486,10.1,79,3,7,0,11.2,,58.1,2267,desktop,Midwest,plus,
102715,40.2,72,19.5,7.6,28.51,0.723,3.1,52.6,1,2,3.6,6.6,5,51.2,1426,mobile,West,plus,groceries
102716,18,62.9,9.5,3.52,29.14,0.741,8.1,55.8,0,1,7.7,16.1,3.01,59.5,1207,desktop,West,plus,home
102717,41.8,79.1,53.6,4.3,66.98,0.439,11.5,70.3,2,1,5.2,7.9,4.91,54.3,2191,desktop,Northeast,premium,home
102718,41.6,,5.5,5.64,68.12,0.421,7.4,69.8,0,1,11.7,10.2,5,53.4,1785,desktop,South,basic,home
102719,51.4,63.9,36.9,7.77,29.68,0.703,16,21.8,1,1,11,5,5,47.1,1557,mobile,Northeast,basic,home
102720,32.1,,36.6,4.48,108.59,0.202,3.5,,3,3,23.4,12.7,5,64.9,2445,mobile,South,basic,beauty
102721,40.7,82.5,4.7,5.94,49.03,0.339,13.3,,5,3,22.3,11.2,5,60.9,1236,mobile,Northeast,basic,groceries
102722,46.1,110.1,13.1,7.7,60.94,0.424,10.7,,1,1,0.5,9.7,5,54.6,2598,desktop,West,plus,electronics
102723,39.4,115.3,38.6,3.18,123.27,0.251,16.3,44.3,0,0,22.4,11.6,5,53,2886,desktop,West,basic,home
102724,30.1,,47.6,4.85,24.7,0.78,5.4,63.7,1,0,16.7,9.1,5,46.4,844,mobile,Midwest,basic,home
102725,46.7,61.8,46.4,3.34,83.28,0.416,6.3,87.8,1,0,7.8,14.9,3.75,55.1,1958,mobile,Midwest,plus,home
102726,30.7,105.3,15.6,4.4,70.25,0.658,15.7,33.3,3,0,7.3,13.2,5,25.1,2188,mobile,South,plus,beauty
102727,42,74.9,41.7,3.6,119.69,0.124,9,74.2,1,2,27.7,7.7,5,56.6,2478,desktop,Northeast,basic,electronics
102728,32,98.1,41.2,6.46,28.2,0.518,5.4,22,2,0,11.6,10.5,5,52.6,928,mobile,West,plus,home
102729,46.1,48.2,23.6,5.11,21.36,0.247,20,76.5,2,1,8.4,13.4,5,49.1,835,desktop,West,basic,beauty
102730,38,57.2,1.6,7.84,66.41,0.104,24.2,54.6,4,4,38.9,4.2,5,59.2,1879,tablet,South,basic,groceries
102731,33,70.6,54.8,7.27,36.14,0.787,19.8,21.6,0,1,7.2,12,5,65.3,1170,desktop,South,basic,home
102732,53.1,,21.3,10.85,64.67,0.332,5.8,40.6,2,1,12,7.4,5,48.4,1705,tablet,South,plus,groceries
102733,42.5,53.4,24.9,7.91,67.62,0.564,2.4,,0,2,1.2,9.2,5,40.6,2256,mobile,West,basic,home
102734,18,64.6,19.3,3.99,23.23,0.693,10.5,73.6,0,0,3.6,3.9,5,52.9,977,mobile,West,basic,beauty
102735,34.6,58.1,1,6.65,28.82,0.539,13,46.2,3,1,30.2,12.8,5,62.9,1247,tablet,South,plus,groceries
102736,29.3,79.2,48.3,6.78,52.58,0.642,6.8,39.1,2,0,6.7,12.2,5,43.6,1855,tablet,South,premium,groceries
102737,37.1,50.7,1.3,6.14,34.18,0.625,12.9,46.7,1,2,19.2,9,5,52.8,1334,mobile,West,basic,groceries
102738,38.5,102,12.8,4.86,80.51,0.319,25,94.4,12,1,43.9,10,4.39,60.2,2030,mobile,West,plus,groceries
102739,43.9,86.6,18.1,7.06,94.53,0.241,8.9,77.8,0,1,14.8,4.6,5,71.9,2532,desktop,Northeast,basic,electronics
102740,45.6,,8.6,4.25,80.37,0.188,11.4,143.3,4,5,21.3,3.7,4.1,50.8,1832,tablet,South,basic,home
102741,50.1,107.6,1,2.95,65.75,0.129,6.3,82.3,2,0,10.1,12,3.92,50.8,1648,desktop,Northeast,basic,groceries
102742,30.1,106.4,32.6,3.03,133.58,0.15,7.1,93.7,1,2,8.7,6,5,62.1,2196,desktop,West,plus,electronics
102743,44.1,78.4,21.9,7.89,47.3,0.397,10.6,45,3,1,7.9,9.1,5,56.1,2063,desktop,West,plus,groceries
102744,36.4,75.1,11.5,2.35,57.3,0.2,12.9,108.8,4,4,11.5,15.3,3.38,54.7,1809,mobile,West,basic,home
102745,28.8,109.1,7.7,6.62,78.11,0.223,18.8,109.7,3,1,33.9,15.1,5,59.6,2346,tablet,Northeast,basic,groceries
102746,18,65.7,45.8,8.32,30.24,0.653,14.1,48.9,3,0,16.6,5,5,53.3,1208,mobile,South,basic,home
102747,47,61.7,37.7,6.26,42.59,0.697,14.3,45.8,0,1,5.6,7.6,5,44.5,1382,mobile,West,basic,groceries
102748,27.7,112.7,16.9,5.47,47.66,0.275,26.2,115.9,2,0,27.6,11.4,,59.3,1806,mobile,Midwest,premium,groceries
102749,58.3,114.7,23.3,5.78,111.25,0.031,10.8,113.6,0,2,15.6,6.4,5,64.2,2603,desktop,West,plus,beauty
102750,29.5,55.6,23.2,6.64,22.74,0.536,14.6,36.8,1,1,0,5.8,5,46.2,1681,desktop,West,premium,home
102751,31,70.1,19.6,7.51,42.45,0.528,6.2,72.1,4,4,12.6,13.3,,61,1594,,Northeast,plus,electronics
102752,46.2,93.7,28.6,6.52,46.75,0.444,7.9,29.6,4,1,9.6,4.1,5,57.6,1820,desktop,South,basic,electronics
102753,36.1,85.8,21,6.72,71.22,0.585,6.4,,1,3,6,12.6,,28.2,2180,mobile,Midwest,plus,
102754,45.6,128.4,28.3,5.11,88.7,0.186,7.9,70.9,5,0,25.9,10.7,4.85,59.7,2476,mobile,West,plus,home
102755,18,69,24.8,2.66,76.43,0.241,21.7,,4,3,33.1,5.5,4.71,63.7,1436,mobile,West,basic,home
102756,38.8,59.3,23.2,9.09,35.7,0.639,6.6,35.7,1,1,12.5,6,5,42.4,1572,mobile,West,basic,groceries
102757,34.5,89.1,16.1,7.87,30.22,0.624,13.1,72.7,1,0,7,8.8,5,59.8,1645,mobile,Midwest,basic,groceries
102758,39,57.8,24.1,8.3,47.47,0.369,7.6,30.4,1,3,3,5.9,5,42.4,1661,tablet,South,basic,groceries
102759,49.6,,45.1,12.31,64.22,0.601,10,39.9,2,2,2.3,7.5,5,50.4,2761,desktop,West,premium,home
102760,45.4,35.1,38.3,7.4,24.91,0.608,5.3,,0,0,12.6,6.5,5,46.3,1323,mobile,West,plus,home
102761,42.6,57.2,25.3,3.88,74.68,0.476,13.2,73.8,0,2,2,8.7,3.99,61.6,1953,desktop,West,plus,electronics
102762,42.1,98.5,17,8.65,58.81,0.456,8.4,53.9,5,1,9.2,11.2,5,49.1,1934,desktop,West,basic,groceries
102763,18,89.1,48.9,5.59,109.88,0.32,9.3,62.3,2,1,25.2,9,5,42.6,3161,tablet,Northeast,premium,electronics
102764,45.3,,30.4,6,19.65,0.501,12.4,48.8,1,1,3.4,4.6,4.56,64,1294,desktop,West,basic,groceries
102765,50.8,62.6,21.7,5.93,22.63,0.953,16.9,53.3,3,1,3.9,7.9,4.69,64.4,745,desktop,Northeast,plus,electronics
102766,33.9,120,17.5,4.87,48.27,0.372,19,80.1,3,2,43.7,3.2,,53.9,1758,mobile,Northeast,basic,groceries
102767,46.8,36.4,35.1,8.29,52.2,0.433,13.5,36.3,2,3,8.1,3.9,5,48.8,2092,mobile,Northeast,premium,groceries
102768,53.9,74.8,33.6,7.28,75.89,0.497,9.5,23.9,4,1,11.5,9,5,41.7,2247,mobile,South,plus,electronics
102769,33.1,103.1,27.6,0.64,57.21,0.238,18.9,72.5,4,1,44.6,14.9,3.12,44.7,1183,tablet,West,basic,beauty
102770,27,,25.5,7.72,34.26,0.741,18.6,,2,0,30.3,4.2,5,53.2,1219,mobile,Northeast,basic,beauty
102771,25.7,51.2,32.1,6.45,34.89,0.624,9.2,53,0,0,12.3,6.9,5,58.8,1736,mobile,Northeast,basic,groceries
102772,31.5,59.3,10,5.64,35.65,0.805,13.2,52,3,1,19,8.8,5,52.4,1311,desktop,Midwest,basic,groceries
102773,40.8,117,41.9,4.71,125.82,0.06,7.5,68.9,2,0,41.1,7.7,5,41.9,2417,mobile,West,plus,groceries
102774,42.6,71.7,38.6,6.88,64.55,0.442,6.3,75.7,1,0,13.7,11.6,5,40,2041,mobile,South,plus,groceries
102775,47.6,71.7,31.9,6.4,48.71,0.453,9.1,10,2,4,9.5,2.7,5,43.2,1365,mobile,Midwest,basic,home
102776,50.6,69.1,26,8.64,52.47,0.356,0.2,,4,5,1.4,9.1,5,39.1,1721,mobile,Midwest,plus,electronics
102777,22.5,77.2,12.7,7.44,26.42,0.426,9.2,66.5,1,1,29.8,2.8,4.91,57.4,1380,desktop,West,basic,groceries
102778,43.9,89.2,9.3,5.42,113.26,0.253,11.8,72.3,3,3,21,12.1,3.91,63.6,2957,mobile,Midwest,premium,electronics
102779,40.9,,24.9,11.06,57.04,0.71,14.5,10.2,4,1,5.6,13.3,5,64,2066,tablet,South,premium,groceries
102780,20.5,74.7,25,4.96,61.33,0.41,20.4,,6,1,30.4,11.9,4.82,50.4,1696,mobile,Northeast,basic,groceries
102781,42.2,31.6,19.9,3.2,39.86,0.553,15,58.6,1,2,14.1,7.8,,57.7,1349,mobile,West,plus,groceries
102782,43.2,63,26.3,7.67,45.75,0.257,15,51.7,2,2,13.2,10.8,5,64.9,1455,mobile,West,basic,groceries
102783,33.1,57.2,23.8,6.82,56.53,0.52,6.3,45.4,2,3,0,10.2,5,53.4,1827,desktop,Midwest,premium,electronics
102784,33.9,108.3,23.1,3.01,95.41,0.141,6.9,59.4,2,3,15.9,12.2,5,64.1,2161,mobile,West,plus,groceries
102785,23.3,69.3,24.4,5.27,40.48,0.773,17,39,1,0,27.7,8.3,5,62.6,1768,desktop,Midwest,plus,beauty
102786,59.8,56,42.8,7.84,45.8,0.282,9.6,77.3,0,1,22.2,4.3,5,62,1818,mobile,West,premium,home
102787,42.6,74.8,13.4,9.78,58.21,0.444,7,67.7,2,1,0,9.1,5,45.4,2764,mobile,South,premium,groceries
102788,35.6,68.8,14.6,5.82,36.89,0.553,11,95.6,3,1,20.9,2.6,5,69,1485,tablet,West,basic,home
102789,47.6,60.1,43.3,5.49,27.44,0.636,10,66.9,3,0,10.6,5.3,4.7,59,1155,desktop,South,basic,groceries
102790,29.8,75.6,24.8,5.96,30.54,0.706,11.5,41.9,1,1,3.7,14.3,5,49.4,1495,mobile,Midwest,plus,groceries
102791,31.4,115.4,20.3,6.64,73.58,0.043,12.1,92.3,8,6,40.1,14.1,5,50.5,2068,mobile,Northeast,basic,home
102792,38.4,97.8,30.7,5.64,103.88,0.331,7.9,51.2,1,1,10.9,12.9,5,33.3,2531,mobile,Midwest,premium,home
102793,40.5,82,17.5,9.56,44.59,0.421,7.8,56.5,4,4,16.1,6.1,5,43.4,1535,mobile,West,plus,home
102794,37.7,53.7,36.5,11.81,57.97,0.455,10.6,60.2,2,1,8.8,17.8,5,61.4,2595,mobile,West,plus,home
102795,39.1,58.1,29.1,6.77,35.13,0.443,9.1,55.3,1,2,10.9,7.3,5,58.8,1343,mobile,West,basic,groceries
102796,42.6,72.8,39.3,11.9,43.12,0.459,6.6,44.7,1,1,1.2,14.9,5,66.2,2139,mobile,South,basic,beauty
102797,34.5,67,18,3.18,21.86,0.472,11.8,50.7,1,1,10.6,5.8,5,63.6,564,mobile,South,plus,beauty
102798,31.5,48.9,16.1,5.59,50.14,0.66,10.3,,2,2,13.2,8.5,4.88,67.4,1963,mobile,Northeast,plus,groceries
102799,35.1,92.5,7.3,4.43,88.28,0.256,24.9,,5,4,28.1,7.1,,60.2,2332,mobile,South,plus,groceries
102800,44.1,,22.1,8.1,32.12,0.303,10.1,65.1,2,0,16.3,12.2,5,60.9,1538,desktop,West,basic,beauty
102801,28.4,,34.6,4.43,39.62,0.548,15.2,58.5,4,1,20,7.2,4.39,38.1,1489,desktop,Northeast,basic,electronics
102802,40.6,,17.4,9.12,56.59,0.449,9.3,39.7,3,2,2.3,16.3,5,47.9,2139,tablet,Midwest,plus,electronics
102803,59.1,107.2,54.2,3.44,98.76,0.213,11.2,60.1,2,3,8,12.9,5,62.7,2324,mobile,Northeast,premium,home
102804,25.5,85.1,36,9.19,63.74,0.329,17,32.1,1,2,8,10.8,5,43.6,2437,desktop,West,premium,groceries
102805,61.8,86.2,39.8,5.45,100.63,0.223,2.5,67.6,1,0,17,7.2,5,43.6,2006,mobile,Midwest,plus,beauty
102806,39.8,50,32,9.09,59.27,0.314,10.9,63.1,2,4,13.8,15.4,5,65.1,2165,mobile,West,plus,electronics
102807,29.1,97.1,14.7,6.4,96.25,0.304,31.4,110.4,3,2,48,7.3,4.25,71.8,2261,tablet,Northeast,basic,groceries
102808,42.3,45.9,38.4,7.23,20,0.448,13,66.6,0,0,5.7,7.7,5,54.4,1125,desktop,West,basic,groceries
102809,49.1,86.3,34.4,10.27,60.09,0.544,11.9,25.5,2,2,14.1,12.7,5,52.7,2050,desktop,Midwest,plus,groceries
102810,44.7,95.5,47.4,5.63,83.09,0.146,10.5,77.9,1,3,5.4,15.2,4.79,67.8,2300,mobile,Northeast,basic,electronics
102811,43.3,122.5,34.5,4.18,121.74,0.132,16,102.7,3,0,6.7,11.7,5,61.7,2831,desktop,South,basic,groceries
102812,31.3,93.7,14.6,7.53,44.76,0.654,12.4,48.1,0,2,9.1,10.4,5,64.3,1842,desktop,South,basic,groceries
102813,31.2,68.7,22.2,3.52,99.31,0.409,20.8,,4,4,31.9,8.9,,54.7,2589,mobile,West,plus,home
102814,53.8,96.7,16.8,5.31,91.12,0.287,10.4,50.1,1,0,4,15.8,5,60.5,2031,mobile,West,plus,groceries
102815,39.1,69.1,23.3,4.52,36.3,0.811,3.1,38.1,2,1,21.5,7.8,5,73.1,1296,mobile,West,plus,groceries
102816,47.1,,31.3,1.21,95.71,0.563,9.2,67.1,3,6,15.8,20.9,1.45,50.1,1991,tablet,South,plus,groceries
102817,62,72.7,32.6,6.62,62.33,0.463,14.5,65.1,1,1,14.2,6,5,60.1,2069,mobile,Northeast,basic,electronics
102818,45.6,48,25.8,5.55,43.22,0.668,11.2,30.9,4,0,10.1,9.1,4.58,51.3,1635,desktop,Midwest,basic,home
102819,38.8,94.8,36.3,7.01,100.53,0.117,3.6,85.7,1,2,16.3,11.5,5,60.9,2578,desktop,Northeast,premium,electronics
102820,47.8,83.3,31.8,8.7,31.24,0.414,17,54.9,3,3,7.2,12.1,5,61.6,1646,desktop,South,premium,electronics
102821,24.2,87.7,22.3,2.72,60.08,0.41,22.1,106.9,1,2,29.8,10.5,4.65,72.4,1737,mobile,Northeast,plus,home
102822,48.4,76,23.6,11.41,54.57,0.683,16.9,69.4,3,2,9.5,5.4,5,61.7,2092,desktop,West,basic,electronics
102823,37.4,96.1,10.9,8.58,32.04,0.53,11.4,72.9,2,2,16.1,11.4,5,63.3,1726,desktop,Midwest,basic,beauty
102824,29,51.6,34.5,5.47,32.58,0.699,8.7,45.9,1,2,27,4.3,4.62,42.1,1248,mobile,South,plus,groceries
102825,26.5,55.5,4.2,2.84,57.14,0.354,18.3,,3,2,34.4,10,4.81,56.3,1702,mobile,South,basic,home
102826,40.8,55.5,28,4.93,27.89,0.649,13.5,,2,0,6.8,9.9,4.83,46.6,1770,mobile,South,premium,home
102827,44,58.6,13.3,3.31,29.86,0.654,17.3,,1,2,24.1,13.2,4.36,73.5,1365,desktop,West,basic,groceries
102828,34.9,78.9,30.5,3.72,91.95,0.375,3.6,84.5,0,2,13.2,20,4.03,54.1,2388,mobile,Northeast,premium,electronics
102829,26.4,85.3,68,6.59,85.48,0.202,5.8,,0,0,0,14.3,5,59.2,2010,mobile,Northeast,plus,beauty
102830,36.1,127,25.8,6.43,108.3,0.151,19.7,,2,1,0,12.5,5,41.1,2534,desktop,Northeast,basic,home
102831,42.7,114.1,27.2,1.23,95.83,0.203,0.7,68.8,4,4,40.5,12.2,3.96,52.8,1952,,South,premium,electronics
102832,41.4,65.5,15.2,4.68,25.65,0.586,11,31.8,2,0,17.8,11.8,4.64,49.4,1017,desktop,Midwest,basic,groceries
102833,35.9,122.4,30.4,4.7,105.5,0.222,11.4,75.1,1,0,22.5,10.3,5,47.4,2148,desktop,Northeast,basic,groceries
102834,36.4,103.7,31.8,4.67,123.94,0.278,2.6,68.6,1,3,24.5,11,5,47.5,2980,desktop,Northeast,basic,electronics
102835,36.2,99.9,43.5,7.3,61.65,0.383,3.8,76.4,3,5,2.2,18.3,4.44,53.1,1825,desktop,West,plus,electronics
102836,44.8,71.5,52.4,6.15,83.83,0.077,2.2,73.6,0,0,10.6,6.8,5,44,2216,desktop,West,plus,groceries
102837,57.7,84.5,51,9.95,83.84,0.37,10.6,19.6,2,4,23.2,9.7,5,43.5,2344,,Midwest,basic,groceries
102838,30.6,92.8,19.8,6.51,62.72,0.373,9.5,46.3,0,1,13.2,10.1,5,41.2,1898,mobile,South,basic,groceries
102839,38.7,62.7,18.5,7.89,22.22,0.549,1.7,79.6,3,0,10.6,10.5,5,56.1,1263,mobile,South,basic,groceries
102840,22.6,134.8,15.7,2.97,84.58,0.224,30.8,,4,3,20.1,3.3,,54.5,1807,mobile,Northeast,plus,beauty
102841,31.8,,36.4,10.77,72.64,0.324,9.1,18.8,2,4,9.4,12,5,61,2505,mobile,West,plus,groceries
102842,37.8,96.1,20.2,4.42,69.16,0.159,19.5,55.1,1,2,21.3,4.5,5,53.7,2094,mobile,Midwest,basic,home
102843,46.5,66,29,9.23,63.45,0.52,0.8,20.5,2,2,6.8,8.2,5,41.1,2400,mobile,West,basic,groceries
102844,35.7,97.6,21.6,6.54,70.36,0.244,10.3,59.8,6,2,8.5,8.4,,39.5,2015,desktop,Midwest,basic,electronics
102845,49.3,123,34.6,3.48,119.67,0.16,7.7,43.7,2,1,22.3,19,3.3,62.2,2672,mobile,West,premium,electronics
102846,36.1,71.1,4.9,5.1,33.52,0.787,17.6,34.5,5,1,10,6.1,3.98,49.1,1443,mobile,Midwest,basic,home
102847,43.6,92.5,23.6,7.98,57.15,0.295,10.5,54.8,3,0,6.5,21.8,4.77,56.3,1535,desktop,West,basic,home
102848,52.2,49.8,5.4,5.45,35.93,0.821,7.1,24.6,0,1,15.9,7.3,5,58.2,1186,,West,basic,home
102849,37.2,75,22.6,5.73,27.6,0.532,12.4,37,2,0,5.1,0.7,5,49.5,1873,mobile,South,premium,groceries
102850,42.8,84.9,22,5.79,86.99,0.171,12.2,117.8,1,0,14.2,8.3,5,60.2,2373,mobile,West,premium,groceries
102851,28.4,96.8,25.3,4.7,50.35,0.241,16.7,,3,5,24.1,7.9,4.65,54,1690,mobile,South,plus,beauty
102852,36.3,73,30.4,4.93,36.81,0.523,17.6,60.4,2,0,12.3,0.2,5,57.2,1272,desktop,South,basic,groceries
102853,36.7,103.8,33.2,3.74,118.67,0,5.7,64.1,2,2,18.7,5.5,4.1,54.4,2712,mobile,Midwest,basic,electronics
102854,36.6,65.1,38.8,10.05,48.2,0.376,5.8,57.2,5,3,10.4,13,5,50.7,1700,,West,basic,home
102855,52.3,141,46.7,4.32,136.01,0.101,6.2,103,1,1,25.1,15.3,5,50.6,2574,mobile,Northeast,basic,home
102856,24.5,79,16.1,6.46,23.87,0.496,18.4,29.3,1,0,24,7.6,5,67.8,1393,mobile,South,plus,home
102857,39.1,87,15.4,4.74,47.83,0.618,14.7,70.8,3,1,13.7,13.3,5,52.2,1354,desktop,West,basic,groceries
102858,31.6,,45.9,9.56,19.93,0.914,9.5,44.8,1,1,20.1,0.2,5,40,1384,mobile,South,premium,beauty
102859,47.7,91,39.1,3.23,92.53,0.282,9.4,61.2,3,3,2.1,12.4,5,47.8,2079,desktop,Northeast,plus,beauty
102860,30.9,51.6,18.2,4.92,34.07,0.407,22.1,41.9,4,3,15.7,11.7,5,51,1333,,Northeast,plus,groceries
102861,40.8,54.7,34.9,1.89,21.15,0.775,7.6,44.9,2,1,22.3,14,4.08,56.1,826,mobile,Northeast,basic,electronics
102862,48.7,,22.3,10.71,10.66,0.671,7.3,31,2,3,3.5,10.1,5,62.6,1068,mobile,South,basic,electronics
102863,45.1,106,40.5,4.52,107.88,0.181,6.8,80.4,2,3,4,4.6,5,70.1,2392,mobile,Midwest,basic,beauty
102864,42.2,,26.9,1.55,86.4,0.127,12.2,73.3,0,1,15.4,17.4,3.66,51.1,1580,mobile,Midwest,basic,electronics
102865,44.9,88.6,41,8.15,69.09,0.516,9.3,75.7,2,3,2.7,17,4.71,54.5,1751,mobile,Northeast,plus,electronics
102866,49.9,47.4,20.2,4.35,41.48,0.391,17.9,23.3,2,2,6.9,14.3,4.69,63.5,1237,,West,basic,groceries
102867,61.1,79.4,39.4,5.98,78.22,0.325,8.2,43,2,1,27,5.2,,39.4,2007,desktop,West,premium,
102868,39.6,87.6,17.1,2.83,84.76,0.352,28.7,115.3,2,2,0,10.4,,68.6,2285,mobile,Northeast,plus,beauty
102869,41.5,32.6,36.5,6.18,25.83,0.516,13.8,32.4,0,0,13.1,13.9,5,59.4,1130,mobile,Midwest,basic,beauty
102870,35.1,95,10.7,3.79,27.98,0.332,21.6,124.8,3,1,26.4,4.4,4.84,74.1,1149,tablet,West,basic,groceries
102871,46.4,98.8,40.8,1.42,76.29,0.149,5.8,76.1,4,3,9.9,13.4,,60.1,1954,desktop,Northeast,premium,electronics
102872,56.7,83.6,39,13.17,68.53,0.338,13.5,44.4,2,3,1.6,17.8,5,54.8,1993,tablet,South,basic,
102873,45.3,92.5,55.5,4.61,121.31,0.183,0.7,79.7,1,1,33.6,10.3,5,51.9,2913,mobile,Midwest,premium,beauty
102874,27.2,85,33.5,6.55,56.96,0.52,9,70.8,4,4,16.6,13.8,3.88,54.3,1339,desktop,Northeast,basic,electronics
102875,30,,31,7.6,33.35,0.873,2.1,43.5,3,0,27.1,10.1,5,51.9,1461,tablet,South,plus,beauty
102876,58.2,121.9,16.4,3.27,112.65,0.119,3.2,43.1,2,2,25.9,13.3,5,38.4,2546,mobile,Northeast,basic,groceries
102877,29.2,67.6,19.7,6.17,66.72,0.555,10.1,,2,4,11.6,9.9,4.55,41.8,1571,mobile,South,plus,groceries
102878,32.5,73,33.9,6.18,46.5,0.586,11.7,29.3,2,4,11.3,18.6,4.48,65.3,1772,desktop,West,premium,
102879,40.2,47.9,25.1,5.88,20.2,0.811,14.6,,2,1,16.8,10.2,5,56,1358,mobile,South,plus,groceries
102880,42.7,,5.9,3.65,16.46,0.65,9.4,32.3,1,0,12.7,7.3,5,53.3,926,mobile,Midwest,basic,groceries
102881,40.9,73.6,44.8,10.05,83.83,0.456,1.5,34.8,1,1,18.6,14.4,5,58,2407,tablet,West,plus,home
102882,26.4,55.1,20.8,3.71,37.05,0.605,3,27.4,0,0,13.1,9.2,4.36,37.9,1175,desktop,Northeast,basic,home
102883,22.9,66.2,20,6.42,29.56,0.536,8.3,23.6,2,4,17.7,12.2,5,41,1501,tablet,South,basic,home
102884,36.7,80.1,14.7,4.18,46.81,0.044,16.4,120.9,2,1,13.3,16.6,3.38,64.8,1413,mobile,West,plus,groceries
102885,32.1,,44.2,5.38,143.59,0.333,5.4,62.4,5,3,18.1,12.1,4.96,52.6,3492,mobile,Midwest,premium,electronics
102886,28.1,58,26.9,5.93,28.45,0.548,4.5,63.8,1,0,4.9,1.6,5,58.2,1264,desktop,West,plus,groceries
102887,51.2,,17,4.7,118.01,0.31,0.1,85.1,0,1,13.9,10.3,5,43,3075,mobile,Midwest,premium,groceries
102888,41.2,118.8,22.6,5.52,59.16,0.084,12.2,56.3,1,4,17,10.4,4.63,58.8,1494,mobile,Northeast,basic,groceries
102889,41.1,49.4,27.6,5.28,36,0.583,8.3,,1,3,23.2,8.6,4.77,68.9,1392,mobile,West,plus,beauty
102890,44.2,61.2,17.7,8.93,74.93,0.43,3.3,25,1,2,0,12.3,5,47.2,1714,tablet,Northeast,plus,electronics
102891,43.5,104.6,23.2,4.69,33.34,0.424,11.3,54.2,5,2,6.7,16.3,4.05,59,1169,desktop,Northeast,plus,electronics
102892,33.8,124.1,12.9,4.76,92.95,0.171,6.7,77.4,1,2,20,15.3,5,54.5,2499,desktop,West,plus,
102893,22.6,53.7,36.2,5.1,39.5,0.614,9.8,35.6,5,4,18.9,9.3,4.34,64.1,1728,desktop,South,basic,groceries
102894,29.7,140.9,38.9,2.88,129.66,0.21,0.1,62.5,3,3,11.5,8.5,5,48.7,2729,desktop,West,premium,electronics
102895,23.9,79.5,20,7.19,35.68,0.38,16.4,54.5,1,0,7.3,5.1,5,53.6,1829,desktop,West,plus,groceries
102896,42,89.9,2.6,5.58,76.34,0.292,15.2,72.3,4,2,33.2,10.1,4.7,54,2050,mobile,Northeast,basic,groceries
102897,42.8,94,36.8,4.91,27.36,0.615,14,,1,1,11,10,5,46.3,1151,desktop,South,basic,groceries
102898,47.8,75.5,33.5,4.1,38.26,0.668,8,60.7,1,1,11,11.5,5,56.1,1270,tablet,South,plus,groceries
102899,55.6,54.7,23,2.29,34.18,0.574,4.5,,0,1,24.3,16.1,3.52,37.5,1451,tablet,Northeast,basic,beauty
102900,28.9,86.5,29.4,5.73,29.87,0.774,5.4,28.2,3,3,32.3,6.5,5,46.5,1295,mobile,South,plus,electronics
102901,33.7,57.6,30.8,3.07,24.35,0.534,16,32.8,1,2,18.3,4.8,3.7,59.6,928,desktop,West,basic,beauty
102902,47.9,119.1,33.5,4.88,121.71,0.228,6.8,52.7,1,0,37.2,3.7,,48.2,3400,mobile,Northeast,premium,home
102903,34,78.8,30,9.17,61.93,0.326,2.3,,3,1,4.3,9.5,5,54.7,2406,mobile,South,premium,groceries
102904,41.8,120.3,27.7,5.81,102.38,0.12,6.2,38.4,1,0,25,7,5,51.3,2909,mobile,Northeast,premium,beauty
102905,52.2,58.9,34.7,4.01,35.13,0.771,18.1,76.3,2,2,28.3,8,4.78,63.5,1407,mobile,West,basic,beauty
102906,37.5,64.4,20.9,9.88,46.48,0.387,8.5,8.2,2,1,4.2,10.8,5,60.2,1706,tablet,South,plus,home
102907,42.2,,6.4,4.83,68.73,0.194,17.5,,6,1,18.8,6.8,5,68.4,1999,mobile,South,basic,
102908,39.2,84.4,15.3,4.25,51.74,0.495,13.3,27.4,0,0,4.9,13.8,4.84,47.5,1570,desktop,South,plus,home
