risk_signal,process_temp,pressure_variation,vibration_index,operator_experience,humidity,shift_load,raw_material_score,sensor_drift,maintenance_gap_days,ambient_temp,weak_proxy,random_id_hash,machine_type,supplier_tier,shift,region,target
1.5362,0.4124,,0.0519,5.9192,12.2,-0.6764,-0.1147,-0.8752,19.31,75.01,0.2848,5832,B,premium,day,east,0
-0.7116,-0.3932,0.3228,0.1239,5.8143,,0.6891,0.1997,1.2713,15.32,72.66,0.5874,9486,B,economy,swing,north,0
-1.1426,1.3185,1.2163,-0.6287,8.3791,,-1.6561,1.3599,-0.4413,15.67,51.27,-1.5466,9933,B,economy,night,north,1
-0.8253,-0.7366,-0.1903,-0.5014,0.0766,32.99,0.8862,-1.5706,-1.5767,17.15,69.62,1.4147,3737,A,standard,day,south,0
0.651,1.2906,2.4437,-0.3785,3.479,41.61,-1.7948,-1.7216,-0.4823,8.76,66.77,-1.055,1531,A,,swing,north,0
-1.0546,-1.0741,1.4091,-0.5854,6.907,94.91,0.7007,-1.0308,0.016,5.14,85.41,-1.1013,2127,A,economy,swing,north,0
0.2892,0.1211,0.8093,-2.3385,6.2826,56.22,1.088,0.653,-1.4896,16.99,58.25,0.5066,7543,B,standard,swing,south,0
-0.8928,1.4357,-0.5388,-2.0825,8.0447,65.55,0.5459,-0.3862,-0.1483,14.16,80.6,0.6861,9120,B,economy,night,west,0
-0.706,-0.5033,-0.8125,2.3834,9.9383,28.68,0.4097,-0.226,,11.19,57.87,0.0634,5336,A,standard,day,,0
0.7095,-0.1711,0.6762,0.1974,8.4155,28.24,-0.1462,1.3798,-0.3937,64.91,68.55,1.3746,3384,D,standard,day,east,0
0.6294,0.3611,0.315,-0.2311,7.8113,47.35,1.6522,-0.3686,1.3943,26.02,84.45,1.5455,1637,D,standard,day,north,0
0.232,0.448,0.3741,0.8663,1.7188,37.62,0.3441,-0.9134,-1.1803,9.9,66.75,-0.8592,6080,C,economy,day,west,0
-1.4485,0.1457,-0.3383,-1.6322,1.7097,58.46,0.6083,0.7176,,15.6,66.67,0.4929,8163,B,standard,day,west,0
-1.2203,-1.4975,-0.493,-0.5161,3.7174,53.43,-0.8915,0.9354,-1.3065,21.6,61.55,0.7532,4641,D,standard,swing,east,0
-0.2201,2.7622,0.6245,-0.048,8.9642,47.7,-0.9521,-0.1765,0.9599,17.85,72.33,0.5924,1047,A,economy,swing,west,1
-1.1519,0.8312,-0.6465,1.8166,7.8316,46.97,-0.145,0.5031,0.2625,30.63,66.71,-0.3559,6117,B,economy,swing,north,0
0.5399,-1.0726,-0.7218,0.8594,0.4532,7.38,-1.1957,0.8923,0.9774,7.31,68.23,-1.0116,1270,C,standard,swing,north,0
-0.29,0.1865,-0.4141,-0.2116,7.1426,86.02,-0.3621,1.1201,-0.2306,21.76,76.93,-0.2391,4264,C,premium,day,west,0
0.3254,-0.8989,0.1879,0.0593,3.2533,21.96,-1.6254,-1.2035,1.0053,10.72,61.96,1.0021,7034,B,standard,swing,north,0
0.9204,0.857,0.5731,0.0151,1.1664,88.99,-0.1687,0.7927,1.0284,32.38,74.43,-0.2923,3483,A,premium,swing,north,1
0.0679,-0.6387,0.5368,0.8859,5.8994,21.35,0.2976,0.3537,-1.4611,10.19,76.4,0.3234,8605,C,standard,day,west,0
-1.0271,0.3197,-0.3574,1.0399,8.3695,33.3,-2.9774,-0.8264,-1.5594,4.64,66.96,-0.0537,2965,C,standard,swing,west,1
-1.52,0.9166,0.0805,-1.1818,3.0159,68.8,0.2465,-0.6928,-0.9092,34.13,65.74,-0.4558,9739,A,standard,day,west,0
0.6989,-1.4635,0.7473,0.2723,,59.8,-0.2858,1.5242,-0.2317,25.55,70.92,0.8163,9376,D,premium,night,east,0
-0.2724,1.2003,-1.1934,-3.6177,4.7104,62.59,-1.7872,1.4677,2.3053,23.52,74.63,0.0698,7198,A,standard,day,south,0
-0.1517,-1.0916,-0.736,-0.5504,8.4582,58.74,0.4451,-1.2257,0.3605,32.26,75.29,1.1335,4815,B,premium,night,south,1
-0.535,0.9469,-0.9444,0.5069,1.8164,89.46,-0.5747,-1.4684,0.3264,24.05,64.06,0.2755,4021,A,standard,night,east,1
-0.0867,-1.2228,1.2206,-0.3914,9.6388,22.73,1.203,1.3727,-1.1774,30.88,82.91,-0.3788,6669,D,economy,swing,north,0
-0.0562,1.4618,-0.5899,-0.7957,4.1571,22.41,0.4268,0.0076,,5.84,84.02,1.4476,5575,C,economy,night,west,1
0.284,-1.1718,0.0541,0.5845,0.7789,,0.0157,-0.2345,,11.87,62.14,1.2041,5878,D,standard,day,east,0
-3.0542,-0.4755,-0.2,-0.9724,6.8183,69.08,1.9885,-0.4633,0.5786,16.5,66.31,-0.4878,2861,C,economy,swing,south,1
-0.2365,0.074,-0.0465,0.6263,9.3773,,1.4646,0.8775,0.4576,9.63,59.29,-1.0253,9326,D,,night,west,0
0.7343,-3.0898,,2.2937,2.5253,35.82,0.0961,1.2322,0.3661,26.32,72.0,-0.5598,4235,D,standard,night,south,1
0.186,-0.7006,0.6173,-0.0507,8.9986,12.36,2.0994,0.026,0.6057,31.63,53.67,-1.4241,2832,D,standard,swing,south,1
-1.2835,0.7167,0.665,-1.358,2.3924,47.65,0.1862,-1.0842,-1.429,8.85,62.32,-0.592,6980,A,premium,day,,0
3.2611,0.7518,-0.2224,-1.1458,9.1851,74.28,-0.7214,-0.787,0.9561,9.24,83.08,-1.0215,2762,A,economy,day,east,0
0.7051,0.4545,0.4886,-0.999,8.6394,68.78,-0.921,-1.3939,0.4817,5.38,83.73,-0.5765,8787,C,standard,swing,south,1
-0.7618,1.0292,-0.021,0.2763,9.1214,22.11,-0.2077,0.463,-0.6202,30.75,73.89,0.4192,7802,C,premium,day,south,1
0.4419,2.8666,0.7973,0.3803,4.0869,45.13,0.9142,0.643,0.0213,25.0,60.74,0.6965,1240,A,standard,swing,,0
-0.5878,-1.581,-0.6984,1.8187,1.9368,42.12,-1.2835,0.1203,0.3596,14.6,51.53,-1.786,8214,A,economy,day,south,0
-0.5687,-0.6111,-1.4787,0.2362,6.04,59.59,-0.4847,-0.237,1.5828,21.38,60.56,-0.9865,6773,D,,swing,east,0
0.9473,1.4346,0.6993,0.273,2.8296,36.47,-1.4139,-0.3274,1.4304,8.16,76.24,2.3697,1880,A,,swing,south,1
-0.5038,-1.7973,-0.3268,0.1198,0.2296,19.0,3.1719,0.4266,0.3507,56.07,63.24,0.3576,4406,A,standard,swing,north,0
0.2948,0.5125,-0.3125,0.6213,1.6867,50.12,1.9489,-0.4792,1.7947,10.92,75.1,0.397,8621,B,premium,swing,west,0
-0.1672,1.1305,-0.4418,1.2577,7.6144,59.58,0.5839,1.1917,-1.7741,4.68,66.66,0.2592,3821,B,standard,swing,south,0
-0.3556,,0.1013,-0.9063,1.5599,14.9,0.2729,-0.6898,-1.9003,13.97,60.51,-1.0905,2188,D,,day,north,0
-0.6263,0.8216,0.2683,-0.0725,9.5416,30.63,-0.801,-0.273,-0.5213,34.36,64.04,0.3466,2359,A,standard,swing,east,0
0.1961,1.895,-0.2338,1.2692,9.3539,52.49,-0.8128,0.5935,-0.1242,32.66,77.06,0.4242,2933,C,standard,day,south,0
0.7196,-0.0787,-1.2543,-1.9076,5.6203,,-0.0737,-1.8682,0.6477,7.04,74.07,0.459,5321,C,premium,day,north,0
0.3435,-1.4277,-0.1181,-1.7162,2.0054,86.47,0.004,-1.2064,1.1437,11.1,73.45,0.9368,8591,C,premium,day,south,1
1.8441,-0.0902,0.0314,-2.6404,7.2746,58.94,-0.6979,-0.784,1.0367,17.82,65.94,0.6795,5200,D,standard,night,south,0
-0.8938,-1.0495,0.3169,1.2539,3.9187,83.05,1.9949,0.2821,-0.476,4.83,83.46,0.9944,9550,B,standard,swing,south,0
-0.7132,-0.4514,-0.1419,0.6761,3.3353,88.91,-0.4859,0.3918,1.2626,64.95,69.88,-0.7222,3212,C,standard,swing,north,0
1.0737,-1.8561,0.6512,-1.1219,0.1937,70.33,-1.806,0.9333,0.4439,8.82,72.79,1.7126,4737,A,premium,swing,east,1
1.08,1.5298,0.833,-3.0899,5.326,91.02,0.805,0.7613,0.9714,15.89,89.92,-0.1033,1059,D,standard,night,north,1
0.0146,-1.3819,-0.6467,0.6594,4.6292,48.1,-0.9943,0.6511,1.3483,28.42,55.87,-1.0201,4753,C,economy,night,north,0
-0.5111,-0.2025,0.6109,-0.1635,9.6532,,1.0266,-0.6765,0.6533,30.46,70.52,0.8576,6740,C,economy,day,west,1
0.9717,-0.3446,-0.6518,0.2202,,66.48,-0.1469,-0.5671,0.3824,15.25,61.04,2.032,6482,A,standard,night,east,1
1.1196,0.4297,1.4851,-0.2137,8.511,85.7,1.3668,0.5205,1.6647,30.27,58.11,0.1379,2859,A,standard,day,north,1
0.2135,0.6777,-2.6646,-1.3469,1.4408,51.33,-0.2583,-0.4649,-1.0599,16.58,59.33,-0.0387,8799,B,standard,day,east,1
-0.5011,0.4767,-0.5945,0.5342,5.254,52.02,-0.4673,-0.4305,-1.8981,10.16,78.25,-0.2958,5164,B,standard,swing,east,0
-1.3654,-0.5914,0.5778,-0.1055,8.2585,24.06,-0.0509,0.748,-0.8873,9.69,66.98,0.9658,4528,D,standard,night,north,0
-0.362,-1.8253,-0.312,1.5452,8.9015,75.7,-0.9128,-0.2896,0.4423,15.78,67.11,0.8908,9440,D,standard,day,north,0
1.6158,0.6897,1.5688,0.6685,6.5505,,-0.2232,-0.2416,-0.9025,19.14,73.1,0.4067,7531,B,,night,west,0
0.4408,1.8938,-0.6463,0.4153,7.8803,43.15,-0.8858,0.9675,-0.6546,14.93,74.0,1.7243,2984,C,standard,night,east,0
-1.7533,-0.1695,-0.2092,-0.1498,1.6857,36.4,-1.2389,0.4817,-0.0722,16.25,68.47,-0.4109,3380,B,economy,night,east,0
0.1466,-0.6386,1.0045,-0.3274,5.1631,47.09,0.3749,0.0643,0.1843,12.92,41.26,-1.0898,7305,B,,day,east,1
-0.292,2.7177,-0.7368,1.094,4.431,49.31,0.0052,-1.158,1.525,8.35,80.41,1.8188,1937,D,economy,swing,north,0
0.6243,0.3914,0.1675,-0.1715,0.0922,73.57,0.8108,-0.4973,0.1392,12.08,67.13,0.0636,2512,D,premium,day,west,0
0.9949,-0.9382,-2.74,-0.3183,5.1557,57.67,-1.2835,-0.708,-0.3241,40.68,60.41,0.8986,6916,D,economy,swing,north,0
-1.1745,-0.4432,1.0025,-1.4799,1.2329,59.36,-1.4946,0.7925,0.3503,23.97,68.84,-0.087,9061,D,economy,day,west,0
-0.3161,0.4465,0.4456,-0.3109,1.7197,60.69,-0.0941,0.0778,-2.6705,38.86,56.63,-0.3084,1182,D,standard,day,west,0
2.3343,0.2045,0.4131,0.9379,3.7262,34.32,0.6282,2.0107,0.0754,6.25,61.43,0.1153,8757,D,standard,day,west,0
0.2366,-2.3477,,0.8679,7.2953,52.49,0.3199,2.1207,0.6739,42.22,51.0,0.084,5927,B,,day,north,0
0.6202,0.8477,0.2177,0.1506,7.9846,19.98,0.7319,0.6279,0.9161,17.94,62.13,2.1496,4292,D,economy,day,east,0
0.5184,0.9051,0.1615,0.543,8.2883,83.66,0.0279,0.1528,0.0116,31.84,60.56,-0.121,1728,D,standard,swing,west,0
0.0021,-0.0035,-0.5106,0.235,1.9824,30.16,1.5157,0.2129,0.5729,23.13,70.61,-0.5756,7486,D,premium,swing,east,0
1.2388,0.82,-0.8131,-1.4647,8.3532,61.63,-0.9291,1.3271,,3.37,63.02,1.5616,9414,D,standard,day,south,0
0.8433,-1.1308,0.3343,-0.5405,5.527,18.56,-0.1368,-1.0423,0.2982,18.21,61.17,-0.0777,5511,C,standard,day,east,0
-0.3085,0.8762,-0.7792,1.6036,7.738,21.54,1.1466,-1.2932,-1.9544,14.11,76.74,0.6236,6752,D,standard,swing,south,0
0.0406,-0.9788,1.2466,-0.5271,9.5809,29.31,-0.6442,-1.1099,-1.545,12.6,72.63,-1.0944,4940,D,standard,day,west,0
-1.3549,-0.9108,0.7444,-0.3781,9.9134,32.48,-0.1963,0.7136,0.569,7.08,71.78,0.3031,3876,C,premium,night,south,0
-0.4488,1.0372,0.1017,-0.6076,6.3351,17.59,-0.4396,0.1869,-1.3122,8.45,66.59,0.8953,6733,A,standard,night,north,0
0.5995,-0.0447,0.3431,-1.1377,7.0681,39.46,0.6298,0.0967,-0.4346,27.34,75.01,-1.8018,6657,B,economy,night,north,0
-1.093,0.1592,-0.6066,0.0755,7.0237,,-0.026,1.2738,0.226,12.36,67.65,-0.2883,7251,C,standard,day,west,0
-0.1588,2.9478,-1.2014,-0.9769,1.6988,,-0.064,-0.5197,-0.3039,14.51,68.01,1.4386,6081,C,premium,night,west,1
0.3221,,0.0469,-1.5527,9.6267,,1.5789,-0.3044,-0.5902,7.73,69.28,0.6191,9731,A,standard,day,south,0
0.5553,0.131,-0.4522,0.8898,7.8959,59.29,0.6931,1.4469,-3.1155,12.81,75.86,0.8208,9448,D,standard,swing,east,0
-0.0326,0.4513,,0.5962,5.8951,,0.5031,0.2857,0.3402,34.33,58.11,-0.3299,7940,C,standard,night,south,1
1.107,0.2928,1.1153,0.1682,8.2528,41.29,0.2084,1.0723,1.3091,13.87,76.19,-0.264,7412,A,premium,swing,west,1
-0.2975,-0.0395,-0.7244,0.1746,7.1187,87.47,2.0744,-0.6373,-2.6945,10.45,81.86,-0.2663,8114,B,standard,night,east,0
2.5568,0.2267,0.6154,1.1821,4.0365,23.67,0.455,-0.9967,1.7626,14.5,88.51,-0.5979,8631,B,standard,day,north,1
-1.4216,0.6901,0.3072,0.779,4.5233,42.1,-0.503,0.4005,-0.7924,22.48,49.91,-0.4443,3240,D,premium,swing,north,0
-0.6342,0.2836,-1.5884,-0.0298,1.2972,41.59,0.4968,0.743,-0.9051,21.59,76.06,-0.6173,9220,C,standard,swing,north,0
1.0794,2.1222,-1.0516,0.5087,1.9651,53.0,-0.8471,-0.3232,1.8242,17.44,64.43,2.0039,5019,A,economy,day,north,1
0.3466,-1.0973,1.3491,0.3741,2.0859,50.37,1.2561,0.0536,-0.7602,15.52,77.77,1.2889,6466,B,economy,day,east,0
0.7587,1.0379,0.6233,0.1022,,19.35,0.1217,-1.1026,0.3248,74.07,66.08,0.9052,3585,C,standard,day,,1
-0.2819,0.3396,-1.2145,-1.6447,6.8234,37.9,-0.1797,1.0994,1.3493,17.86,75.01,-0.318,8142,B,,day,north,0
0.2013,1.5926,,0.5423,2.3399,58.62,0.3408,0.3863,0.7637,18.43,52.48,0.062,2763,D,premium,day,north,0
-0.6089,-1.2902,0.3246,-0.7693,8.279,18.27,0.695,0.0094,-1.6319,17.74,62.06,1.1906,7956,D,premium,day,east,0
0.9774,-0.9561,-0.1976,0.2526,9.2045,30.19,-1.4254,0.0007,,10.59,76.05,0.9226,2196,A,standard,swing,,0
0.2028,-0.6641,-0.9277,0.3774,4.8914,75.13,3.0412,-0.6365,1.7638,33.6,61.52,0.3725,8300,A,,swing,west,0
-1.0408,0.0302,,-0.3426,6.8265,43.3,0.2686,0.2677,0.2339,6.54,66.89,0.1376,9554,D,standard,day,north,0
0.6905,2.4399,-0.3271,1.8922,3.0551,45.17,-0.2235,0.2481,0.4823,13.26,76.88,0.2597,2522,D,standard,swing,east,0
1.1291,-0.258,0.8747,0.5631,8.8059,56.99,-0.0649,0.5442,0.0903,17.45,66.22,-0.1569,3729,C,economy,day,south,0
-0.4381,0.163,0.7587,-0.6312,0.4423,42.9,-0.0541,-1.0782,-0.1139,16.55,66.75,0.842,5834,B,standard,day,east,1
-0.6968,-2.3769,-1.6777,-1.7702,7.5309,79.51,-2.4337,-0.0523,-2.5503,20.83,61.34,0.8009,1478,B,premium,swing,west,0
0.2451,2.0195,-1.5979,0.3599,4.0161,40.08,0.5414,-0.3652,-1.131,10.07,66.08,1.1329,9827,C,standard,day,east,1
0.7589,0.4097,1.1385,-0.4013,2.9278,10.92,0.2375,1.2959,,7.35,51.76,-1.2798,6295,D,premium,day,east,0
-1.2436,2.1584,0.2404,-0.4692,2.3391,,-0.4111,1.6026,-1.8879,10.27,66.28,0.0987,3564,A,economy,day,east,0
1.5034,1.1886,-1.8499,0.2532,5.735,50.44,-0.1032,0.1378,,15.68,69.38,1.1086,3444,D,economy,swing,east,0
0.5525,0.1159,0.5939,-0.5711,4.6482,44.18,0.8332,0.5457,0.5729,8.41,72.67,-0.0489,5454,B,standard,swing,south,0
0.8948,0.5466,0.9765,1.7029,8.9336,18.27,-0.7058,-0.4627,0.2565,4.55,77.2,0.8746,3352,C,premium,swing,west,1
1.2793,,1.6146,1.0165,1.5285,44.34,0.0163,1.2289,0.411,29.82,69.75,0.9353,5805,D,premium,swing,west,1
-0.175,1.5048,1.3252,0.81,3.1201,35.87,-0.0202,1.3327,1.2442,6.98,77.99,-0.4559,3795,C,,day,west,1
-0.6605,0.5593,-0.5012,-2.1351,2.878,61.68,0.2921,1.3678,-1.5451,22.2,60.49,0.1628,2797,D,premium,swing,south,0
0.7487,1.1081,-0.8874,1.4085,0.0278,60.2,-0.5116,-0.8565,-0.2793,19.39,95.81,0.8161,3750,D,standard,swing,north,0
1.149,0.6576,1.7194,0.608,5.4383,26.84,-1.406,0.397,-2.1122,30.56,73.73,-0.1909,3466,D,premium,day,north,1
0.5808,0.0296,0.5278,0.4455,1.4252,77.54,0.729,-0.886,-0.9084,10.5,71.08,-0.4458,5849,B,premium,swing,east,0
1.3326,0.2037,-0.3121,-0.6665,2.4544,31.1,1.3721,1.3937,0.0045,13.65,46.96,-0.9057,1804,C,standard,night,west,0
1.38,-0.665,-2.3162,-0.9142,,44.03,-3.2148,0.4829,,50.24,66.87,1.852,4675,C,standard,day,south,1
-0.1685,,0.2,0.7512,3.3936,24.19,-0.359,1.1026,0.2963,11.32,54.17,-0.7367,2480,D,economy,swing,east,0
-0.1294,-0.8689,0.1774,0.1926,6.2749,,1.5938,-0.6541,-2.0358,20.26,77.52,-1.0436,6501,B,economy,swing,west,0
0.4612,-1.6385,2.5829,0.5815,8.7997,45.28,0.6961,-0.2614,-0.0179,11.79,66.64,0.0908,2806,B,standard,swing,east,0
-0.9734,-0.3798,0.1466,-0.5511,1.7693,50.18,1.089,-0.0565,1.1348,15.23,67.96,2.1319,1396,C,standard,swing,south,0
1.135,1.3807,0.2538,-0.5349,0.0844,50.84,1.3502,0.6324,,7.06,65.3,-0.7492,3316,A,premium,night,north,1
-0.4989,-0.4347,0.4305,-0.0838,,73.59,-1.1592,1.2577,1.3922,17.82,78.16,-0.1473,8365,B,premium,swing,west,0
-0.6411,-0.2329,-3.0165,-0.4613,6.1916,,-0.2478,0.8472,,9.09,62.72,1.4284,6732,C,standard,night,south,0
-0.3019,0.9298,-0.6883,-0.6705,8.2292,98.16,-0.1816,-1.3586,-0.5874,15.23,69.06,0.4916,2493,B,standard,night,south,0
-1.5645,-0.7567,0.3406,-0.2349,5.114,61.02,0.9898,1.147,0.9806,31.63,68.7,-0.1448,3299,A,economy,day,north,0
-0.3382,0.2511,0.6034,0.2936,5.0,26.89,-0.5338,0.9861,-1.7771,6.15,55.08,-1.0865,5274,B,premium,swing,west,0
-0.2472,-1.194,-0.1748,-0.0495,4.807,71.34,1.4101,0.1413,2.7037,21.64,83.08,1.6913,6310,B,standard,swing,west,0
0.1436,0.132,0.603,-0.9654,4.82,46.22,0.4265,0.4477,-0.3688,11.48,69.92,-1.0743,8178,B,premium,swing,north,1
0.8326,2.1902,-0.3981,-0.0481,3.9582,66.59,1.2051,0.6834,-0.0076,22.96,53.43,-0.3371,8447,D,standard,night,south,0
-0.1699,0.1966,0.8381,-0.8677,2.7322,48.6,-1.0705,-0.8128,-0.916,0.97,71.9,-0.8325,2798,B,standard,day,north,0
-1.2222,0.1925,-0.6889,1.7487,7.9375,49.64,-1.9287,-0.0695,-3.4679,10.88,55.45,0.749,6856,D,,swing,north,1
1.8748,,2.0994,-0.2579,7.314,28.68,0.0993,-0.4332,0.1285,26.27,74.48,-1.7955,2671,B,standard,day,west,0
0.4777,0.0608,-1.2989,-0.9299,3.2122,68.76,1.1641,1.4715,1.486,10.79,61.9,-1.1353,9356,B,economy,day,east,1
-0.0707,,1.1918,-0.8622,9.39,62.2,-1.0753,-0.6741,,4.98,65.48,-1.2465,2054,A,premium,swing,north,0
1.4983,0.1093,0.1925,1.2725,8.1341,22.44,0.0796,-1.1196,1.8821,15.84,78.74,-2.0686,8408,C,standard,swing,south,1
1.0674,,-0.0111,1.0496,4.5759,,-0.481,1.7621,0.3581,36.2,70.05,-0.7388,8395,A,standard,night,north,1
-0.7908,0.5126,-0.3285,0.5476,3.0217,47.86,0.8074,-2.6805,,21.68,69.43,-1.3492,5103,B,premium,night,north,0
-0.696,,-0.6039,1.8592,5.3885,16.19,-0.3405,-0.8819,0.2383,24.08,75.26,0.2907,4649,B,standard,swing,north,1
1.1746,0.3422,-0.4031,0.3707,1.5954,57.47,0.3827,0.5942,1.7225,11.58,84.14,-0.8776,4887,C,standard,swing,south,0
-0.7358,,0.4294,0.3921,0.2557,,-0.1741,-0.7863,-2.2585,10.03,70.05,-0.0873,3506,D,standard,night,west,0
-0.2981,1.3754,1.0362,-0.3303,2.6224,53.07,-0.5838,0.5995,,23.16,76.22,-0.6933,9091,B,economy,swing,north,0
-1.9497,-0.4515,-0.3777,-0.0636,4.3528,52.63,0.9666,0.9197,1.8215,32.27,80.04,-1.6557,2206,D,standard,day,west,0
0.9383,-0.712,-1.7694,-1.2767,0.4773,61.09,-2.8754,1.4228,-0.3089,11.53,67.89,-0.3193,5161,D,economy,day,west,0
0.9798,-1.0771,0.5001,1.2077,5.6835,54.08,-2.4076,-0.1355,3.0425,44.39,70.77,-0.2901,6424,A,premium,night,north,1
-0.5634,1.5963,1.8039,0.2424,1.1586,21.92,-0.4174,0.1374,-1.4273,8.81,58.14,2.8527,1685,A,premium,night,east,0
-1.3069,0.746,-0.4623,-0.6613,9.8538,26.21,-0.564,0.1994,1.5491,33.0,70.02,0.1668,8990,C,economy,swing,south,1
-1.4019,-0.2337,-0.9082,1.7511,7.1632,24.95,-0.7862,-0.5556,-1.7099,7.91,67.32,-0.5695,7428,A,premium,day,west,0
0.3237,-0.507,1.1145,-0.0853,8.4918,42.29,0.8922,0.5087,-0.8637,19.88,63.87,-0.0795,7923,A,standard,swing,east,0
1.6931,0.1411,-1.6024,-0.4732,1.5427,17.18,-0.0327,-1.4791,-1.2441,51.83,69.96,0.3991,2489,D,premium,swing,east,0
-2.1984,0.9112,0.0844,0.4263,3.8015,85.13,-1.2817,0.5587,-2.6108,4.35,67.55,-0.7927,4484,A,standard,night,,0
0.7693,-0.4159,-2.8173,0.132,9.7671,11.38,-1.2911,0.346,-0.178,7.43,48.65,0.1911,3369,A,economy,day,west,0
0.4443,-0.1917,0.2376,-2.9455,6.96,33.32,-0.7846,-0.2615,1.573,23.92,66.52,-0.9687,9217,C,economy,swing,east,1
-1.1417,-1.488,-1.0517,0.2561,1.5928,42.53,-0.3582,0.2414,0.2018,11.68,78.1,0.0398,2490,D,premium,swing,north,0
0.5466,-0.691,0.084,0.3566,3.0731,77.96,1.6103,-1.0395,-0.6124,12.71,55.89,-0.0691,9085,A,standard,swing,west,0
0.0783,-0.1659,,0.4346,4.9704,74.52,0.9963,0.5341,0.0994,3.74,75.65,0.8549,6959,C,economy,night,south,0
-0.0024,-0.7053,0.6043,0.6095,0.443,17.03,0.1083,1.5861,1.4864,27.03,94.21,-0.6012,1656,D,premium,day,,0
-1.1118,-0.4955,1.6134,0.3457,3.949,59.8,-0.8442,0.3929,1.0,60.13,76.51,-0.6867,9430,D,standard,night,north,0
0.4701,2.9942,1.0749,-2.1525,2.0786,16.52,0.6448,-0.3392,0.0999,32.73,77.29,1.7666,7777,C,standard,swing,south,0
-0.8185,-0.3439,2.3893,0.5952,6.8189,,-0.1862,0.278,-0.1633,17.49,63.53,0.843,6042,C,premium,night,south,1
0.4807,-0.5409,2.5795,-2.0542,9.612,51.1,0.403,-0.1249,-0.6962,9.04,62.06,0.0856,8806,D,economy,swing,south,0
1.3316,1.0578,-0.4211,-0.1687,9.8178,38.11,0.1618,-1.1411,1.3926,32.56,88.92,-1.1639,5530,C,economy,night,west,0
-1.5489,1.8781,,2.2034,8.3245,35.38,0.3098,0.852,1.4656,22.6,55.04,0.4694,7055,D,premium,night,west,1
0.3839,-0.1681,-1.2272,0.4459,4.2366,19.61,-1.441,-0.1541,-1.1092,16.6,56.49,1.2259,8554,B,economy,day,east,0
-0.3315,-1.3023,1.8303,1.6941,8.5404,54.14,-0.7927,-0.4466,0.6589,19.8,74.86,-1.2789,8800,C,standard,swing,north,0
-0.8165,-1.6154,-1.4209,-0.2162,2.6957,49.02,1.9368,-0.1932,-0.1549,27.89,61.4,0.4313,2649,A,standard,night,north,0
0.3067,0.4449,-1.1384,-1.3829,5.1199,65.06,0.1056,0.0469,1.5556,11.73,71.26,1.7945,7698,A,premium,day,north,0
-0.267,,0.1325,0.2894,2.1163,78.06,-1.8301,-1.0248,-0.1729,21.93,62.45,0.2741,5658,D,economy,swing,north,0
1.0896,0.9419,1.1404,0.6246,0.7489,59.75,-1.2018,0.2265,,36.59,72.87,2.4836,1312,D,standard,swing,west,0
-1.4807,0.4889,-0.7811,0.64,5.6145,48.99,1.8939,-1.1106,-2.2766,26.0,87.59,-0.5027,5983,C,economy,day,,1
-0.5076,0.5191,0.6154,0.5734,4.7878,53.53,0.115,0.0731,1.643,17.52,50.71,1.7259,1151,A,standard,day,west,0
0.2647,0.0536,-0.8393,-0.5881,7.8882,71.28,0.4041,0.4176,-0.4433,36.58,53.22,-0.0159,9406,D,economy,night,east,0
-0.0902,,0.3723,-0.072,7.1781,37.67,-0.4796,-1.7328,-0.3351,59.84,57.36,-0.1937,9876,B,standard,swing,west,0
0.658,-0.0677,0.2179,-0.2764,3.3627,87.98,0.6062,0.1258,0.592,5.96,67.93,0.0725,8451,C,premium,swing,east,1
1.2121,-0.1885,-0.77,0.4159,2.7337,10.5,0.7717,0.0329,-2.3304,20.8,45.42,1.3832,1859,A,economy,day,west,0
0.3202,,1.053,1.2028,6.8205,37.87,-0.6663,1.1816,1.5819,15.47,72.0,0.4601,4531,C,,swing,west,1
0.092,0.552,1.908,1.2341,8.135,49.95,-0.573,0.2278,-1.1416,16.34,71.19,-0.2764,6391,A,economy,night,south,0
-0.0941,-1.4407,-0.2389,1.7138,4.8666,53.4,-0.3029,-0.2209,-0.6234,41.53,59.29,-0.4055,2963,B,economy,day,east,1
0.6354,-2.0434,-1.1298,0.0448,4.7666,27.1,0.4283,-0.7439,1.857,22.53,63.6,-0.0259,6317,A,economy,swing,south,0
-0.3977,0.3229,-0.5579,1.4465,9.1968,25.21,0.2452,-1.7977,0.194,20.68,63.01,0.6032,9989,A,standard,swing,east,0
0.1256,0.211,0.5011,0.3576,1.6537,27.69,2.8875,-1.1305,1.016,19.97,64.99,-1.2521,2002,D,standard,day,east,0
0.0658,,0.9624,-1.1447,8.169,63.6,0.679,-1.748,1.0482,2.81,86.51,0.6062,5093,B,economy,night,west,1
-0.564,0.2437,,-0.9556,4.1028,71.25,-1.0351,1.4773,-0.836,45.16,70.8,0.1834,9014,D,premium,night,north,0
-0.1395,-0.0792,-0.284,1.0082,7.8407,83.24,-0.8508,0.0044,2.2934,18.51,69.32,-1.1044,5629,D,premium,day,east,0
0.2385,0.1097,-0.202,0.9286,6.0083,50.03,0.094,-0.5586,1.3331,20.56,60.96,-0.7523,6879,C,economy,swing,west,1
-0.5928,,-0.3662,-0.9025,3.8491,28.73,-1.2421,-0.003,0.0921,7.28,56.09,-0.4748,8068,C,economy,night,south,0
